Word	Frequency
dízel_ADJ	4.907638248169451e-06
vitatkozik_VERB	4.907638248169451e-06
hess_INTJ	4.907638248169451e-06
tűr_VERB	3.9261105985355606e-05
atalanta_ADV	4.907638248169451e-06
csorog_VERB	1.4722914744508353e-05
ház_PROPN	4.907638248169451e-06
beteker_VERB	4.907638248169451e-06
lapátol_VERB	4.4168744233525056e-05
bár_NOUN	0.00015704442394142242
harmadik_NOUN	1.9630552992677803e-05
felperzsel_VERB	4.907638248169451e-06
kapcsoló_NOUN	1.4722914744508353e-05
kivetkőzik_VERB	4.907638248169451e-06
mutogat_VERB	4.907638248169451e-06
kihalt_ADJ	4.4168744233525056e-05
tör_VERB	0.0002404742741603031
lokál_NOUN	4.907638248169451e-06
hamar_ADV	0.0001619520621895919
bika_NOUN	1.4722914744508353e-05
óóóó_NOUN	9.815276496338901e-06
pajszer_NOUN	4.907638248169451e-06
tűsarok_NOUN	3.4353467737186156e-05
szélesvászon_NOUN	2.4538191240847256e-05
world_NOUN	9.815276496338901e-06
céloz_VERB	4.4168744233525056e-05
tudák_VERB	9.815276496338901e-06
üzem_NOUN	9.815276496338901e-06
büntetőcédula_NOUN	4.907638248169451e-06
faló_ADJ	4.907638248169451e-06
élesebb_ADJ	1.4722914744508353e-05
kén_NOUN	4.907638248169451e-06
pokalipszis_ADJ	1.4722914744508353e-05
alkalom_NOUN	4.4168744233525056e-05
fóka_NOUN	4.907638248169451e-06
türelmi_ADJ	4.907638248169451e-06
that_NOUN	4.907638248169451e-06
úgysem_CONJ	4.907638248169451e-06
vég_NOUN	0.0021421840953259655
idelátszik_VERB	9.815276496338901e-06
cukrász_NOUN	4.907638248169451e-06
kígyó_NOUN	0.00015704442394142242
tükörkép_NOUN	4.907638248169451e-06
utaztató_ADJ	4.907638248169451e-06
helyettesít_VERB	4.907638248169451e-06
autó_PROPN	1.9630552992677803e-05
emmi_NOUN	3.9261105985355606e-05
kellessz_VERB	4.907638248169451e-06
makk_NOUN	4.907638248169451e-06
yeah_PROPN	9.324512671521957e-05
felkavarodik_VERB	4.907638248169451e-06
van_NOUN	0.0002404742741603031
elhagyott_ADJ	1.4722914744508353e-05
rikítás_NOUN	4.907638248169451e-06
lázad_VERB	4.907638248169451e-06
háá_VERB	4.907638248169451e-06
régesrég_ADV	4.907638248169451e-06
feldönt_VERB	4.907638248169451e-06
hizlaltat_VERB	4.907638248169451e-06
munkál_VERB	4.907638248169451e-06
portás_NOUN	1.4722914744508353e-05
aaahh_PROPN	9.815276496338901e-06
mienk_PRON	9.815276496338901e-06
ábrázol_VERB	4.907638248169451e-06
megsárgult_ADJ	4.907638248169451e-06
gyapjúnaplemente_NOUN	4.907638248169451e-06
akármilyen_PRON	2.4538191240847256e-05
szédítő_ADJ	1.4722914744508353e-05
dobolva_ADV	4.907638248169451e-06
kolléga_NOUN	1.9630552992677803e-05
hátizsákos_ADJ	4.907638248169451e-06
megkérdez_VERB	5.398402072986396e-05
disznógyomor_NOUN	4.907638248169451e-06
eszperantóul_ADJ	4.907638248169451e-06
rea_NOUN	4.907638248169451e-06
picike_ADJ	9.815276496338901e-06
fiáker_NOUN	1.4722914744508353e-05
hallatlan_ADJ	4.907638248169451e-06
drukkol_VERB	1.9630552992677803e-05
mar_NOUN	2.9445829489016706e-05
foly_VERB	9.815276496338901e-06
valahova_ADV	1.4722914744508353e-05
másság_NOUN	4.907638248169451e-06
kérés_NOUN	1.9630552992677803e-05
pisás_ADJ	4.907638248169451e-06
sárkány_NOUN	6.379929722620287e-05
katakomba_NOUN	4.907638248169451e-06
toronyház_NOUN	4.907638248169451e-06
szabolcs_PROPN	4.907638248169451e-06
küzd_VERB	7.361457372254177e-05
elmenekül_VERB	4.4168744233525056e-05
lába_NOUN	4.907638248169451e-06
repülô_NOUN	4.907638248169451e-06
felzabál_VERB	2.9445829489016706e-05
terelő_ADJ	4.907638248169451e-06
expedíció_NOUN	4.907638248169451e-06
népegészségügyi_ADJ	9.815276496338901e-06
reggeli_NOUN	1.9630552992677803e-05
egybegyűlik_VERB	4.907638248169451e-06
reménykedik_VERB	3.9261105985355606e-05
vadul_VERB	4.907638248169451e-06
magazin_NOUN	9.815276496338901e-06
várva_ADV	2.9445829489016706e-05
szürkeség_NOUN	9.815276496338901e-06
bezavar_VERB	1.4722914744508353e-05
pergő_ADJ	1.4722914744508353e-05
farag_VERB	4.907638248169451e-06
sáv_NOUN	1.9630552992677803e-05
szövöget_VERB	4.907638248169451e-06
böfög_VERB	1.4722914744508353e-05
megértve_ADV	9.815276496338901e-06
híja_NOUN	3.9261105985355606e-05
ráérez_VERB	4.907638248169451e-06
káprázatos_ADJ	4.907638248169451e-06
hűtés_NOUN	4.907638248169451e-06
valami_NOUN	1.9630552992677803e-05
süt_VERB	0.00021593608291945585
szárnyal_VERB	4.907638248169451e-06
repked_VERB	4.907638248169451e-06
panziós_ADJ	4.907638248169451e-06
szolga_NOUN	1.9630552992677803e-05
akar_VERB	0.002394927465106692
ízlel_VERB	1.4722914744508353e-05
sivatagnyi_NUM	4.907638248169451e-06
túr_VERB	9.815276496338901e-06
következő_ADJ	6.379929722620287e-05
kamiká_ADJ	1.9630552992677803e-05
ősszel_ADV	1.4722914744508353e-05
zápor_NOUN	3.4353467737186156e-05
betör_VERB	4.4168744233525056e-05
resetel_NOUN	4.907638248169451e-06
nanana_INTJ	9.815276496338901e-06
alkot_VERB	9.815276496338901e-06
őszinte_ADJ	4.907638248169451e-05
reptér_NOUN	9.815276496338901e-06
ívű_ADJ	9.815276496338901e-06
okoz_VERB	2.9445829489016706e-05
gazdag_ADJ	9.569894583930429e-05
neszt_NOUN	9.815276496338901e-06
háborús_ADJ	4.907638248169451e-06
túlórázik_VERB	4.907638248169451e-06
szexis_ADJ	9.815276496338901e-06
általában_ADV	1.9630552992677803e-05
álom_PROPN	0.00011287567970789737
újraél_VERB	1.4722914744508353e-05
pultoslány_NOUN	4.907638248169451e-06
hullámzó_ADJ	1.4722914744508353e-05
mézes_ADJ	9.815276496338901e-06
tépeget_VERB	4.907638248169451e-06
másmilyen_PRON	4.907638248169451e-05
ágyneműhegy_NOUN	4.907638248169451e-06
áru_NOUN	2.9445829489016706e-05
elcsöndesül_VERB	4.907638248169451e-06
morális_ADJ	4.907638248169451e-06
rokihorrorpikcsörsó_PROPN	4.907638248169451e-06
aa_NOUN	4.907638248169451e-06
szempár_NOUN	1.4722914744508353e-05
pletyka_NOUN	4.907638248169451e-06
torok_NOUN	0.000125144775328321
áhitat_NOUN	9.815276496338901e-06
leningrád_NOUN	9.815276496338901e-06
búcsúzó_ADJ	2.4538191240847256e-05
tang_NOUN	4.907638248169451e-06
rostos_ADJ	4.907638248169451e-06
eltévesztettet_VERB	4.907638248169451e-06
jobb_NOUN	6.379929722620287e-05
hall_NOUN	9.815276496338901e-06
meglesz_VERB	4.4168744233525056e-05
felgyújtott_ADJ	4.907638248169451e-06
rugdalózik_VERB	9.815276496338901e-06
orális_ADJ	2.4538191240847256e-05
európai_PROPN	9.815276496338901e-06
bolivár_NOUN	4.907638248169451e-06
jobbára_ADV	9.815276496338901e-06
szerencsétlen_ADJ	2.4538191240847256e-05
elnémít_VERB	9.815276496338901e-06
ifgyel_VERB	4.907638248169451e-06
zsákbamacska_NOUN	4.907638248169451e-06
beleszeret_VERB	9.815276496338901e-06
kezdôdik_VERB	3.9261105985355606e-05
olimpia_NOUN	4.907638248169451e-06
szomszéd_PROPN	4.907638248169451e-06
hosszúlábú_ADJ	4.907638248169451e-06
hoppá_INTJ	9.815276496338901e-06
ellen_ADP	7.852221197071121e-05
vonalkód_NOUN	4.907638248169451e-06
soká_ADV	3.9261105985355606e-05
fidibusz_NOUN	4.907638248169451e-06
magyar_ADJ	0.00017667497693410022
mérgez_VERB	4.907638248169451e-05
eljátszik_VERB	2.9445829489016706e-05
can_VERB	4.907638248169451e-06
na_INTJ	0.001045326946860093
bem_NOUN	4.907638248169451e-06
lakás_NOUN	4.907638248169451e-05
etetés_NOUN	4.907638248169451e-06
führer_NOUN	4.907638248169451e-06
tölcsér_NOUN	1.4722914744508353e-05
lipót_NOUN	4.907638248169451e-06
bizonyos_ADJ	3.4353467737186156e-05
vad_NOUN	2.9445829489016706e-05
alapítvány_NOUN	4.907638248169451e-06
kóma_NOUN	4.907638248169451e-06
zöm_NOUN	4.907638248169451e-06
végigáll_VERB	9.815276496338901e-06
vonulás_NOUN	9.815276496338901e-06
legtündöklő_ADJ	4.907638248169451e-06
ébreszt_VERB	2.9445829489016706e-05
felkutat_VERB	4.907638248169451e-06
meleg_NOUN	9.815276496338902e-05
igazában_ADV	4.907638248169451e-06
kitart_VERB	2.9445829489016706e-05
százéves_ADJ	9.815276496338901e-06
párnacsata_NOUN	9.815276496338901e-06
ének_NOUN	7.852221197071121e-05
bátya_NOUN	1.9630552992677803e-05
túlélő_NOUN	4.907638248169451e-05
oo_X	1.4722914744508353e-05
begyújt_VERB	4.907638248169451e-06
izgató_ADJ	1.4722914744508353e-05
folytonos_ADJ	4.907638248169451e-06
szakközép_NOUN	1.4722914744508353e-05
aranyérmes_ADJ	1.4722914744508353e-05
őzike_NOUN	9.815276496338901e-06
elnyúl_VERB	4.907638248169451e-06
jézuska_NOUN	4.907638248169451e-06
mégjobban_ADV	4.907638248169451e-06
énekel_VERB	0.00023556663591213365
marcangol_VERB	4.907638248169451e-06
gyakorlatozik_VERB	4.907638248169451e-06
eldug_VERB	2.9445829489016706e-05
felnéz_VERB	2.9445829489016706e-05
ömlengés_NOUN	4.907638248169451e-06
betöltő_ADJ	4.907638248169451e-06
oldódik_VERB	9.815276496338901e-06
szakadt_ADJ	1.9630552992677803e-05
lék_NOUN	4.907638248169451e-06
rejtek_NOUN	4.907638248169451e-06
alatt_ADP	0.0007803144814589428
cserél_VERB	0.00013741387094874462
beteg_NOUN	1.9630552992677803e-05
megmagyarázás_NOUN	4.907638248169451e-06
ordítás_NOUN	4.907638248169451e-06
húszas_NUM	2.4538191240847256e-05
lúzer_NOUN	9.815276496338901e-06
martini_NOUN	4.907638248169451e-06
pillepalackos_ADJ	4.907638248169451e-06
század_NOUN	3.9261105985355606e-05
mosoly_NOUN	0.00021102844467128638
mindenki_NOUN	2.4538191240847256e-05
ketyeg_VERB	4.907638248169451e-06
blöfföl_VERB	4.907638248169451e-06
mögöttes_ADJ	9.815276496338901e-06
törleszt_VERB	1.4722914744508353e-05
brékó_NOUN	4.907638248169451e-06
sohase_ADV	8.342985021888067e-05
oroszlán_NOUN	2.4538191240847256e-05
orvostanhallgató_NOUN	4.907638248169451e-06
megfejtés_NOUN	1.9630552992677803e-05
posztinort_NOUN	4.907638248169451e-06
megsül_VERB	4.907638248169451e-06
győztes_ADJ	3.4353467737186156e-05
száműzött_NOUN	4.907638248169451e-06
ész_NOUN	0.0004073339745980644
slag_NOUN	4.907638248169451e-06
pingvin_NOUN	3.4353467737186156e-05
kertész_NOUN	9.815276496338901e-06
fölébem_NOUN	4.907638248169451e-06
forgószél_NOUN	4.907638248169451e-06
bárd_NOUN	1.4722914744508353e-05
verem_NOUN	2.9445829489016706e-05
unoka_NOUN	1.4722914744508353e-05
kivirágzik_VERB	4.907638248169451e-06
piti_ADJ	4.907638248169451e-06
leszed_VERB	9.815276496338901e-06
útközben_ADV	9.815276496338901e-06
felület_NOUN	4.907638248169451e-06
megbocsátó_ADJ	4.907638248169451e-06
boríték_NOUN	1.4722914744508353e-05
meghidegül_VERB	4.907638248169451e-06
vág_VERB	0.0002306589976639642
elereszt_VERB	9.815276496338901e-06
felejtés_NOUN	9.815276496338901e-06
megfizet_VERB	4.4168744233525056e-05
tizenöt_NUM	4.907638248169451e-06
bódult_ADJ	4.907638248169451e-06
refrén_NOUN	0.00011287567970789737
névsor_NOUN	4.907638248169451e-06
arab_ADJ	1.9630552992677803e-05
felgyújtó_ADJ	4.907638248169451e-06
megelégszik_VERB	4.907638248169451e-06
kályha_NOUN	4.907638248169451e-06
elveszt_VERB	0.00010306040321155847
rémült_ADJ	1.9630552992677803e-05
vérzik_VERB	5.889165897803341e-05
zafír_NOUN	9.815276496338901e-06
eredendő_ADJ	1.4722914744508353e-05
celeb_NOUN	1.4722914744508353e-05
szorongás_NOUN	9.815276496338901e-06
befagyott_ADJ	1.4722914744508353e-05
menekülhetnék_NOUN	9.815276496338901e-06
megtalál_VERB	0.00032881176262735323
prédikál_VERB	9.815276496338901e-06
kánikula_NOUN	4.907638248169451e-06
fogadás_NOUN	4.907638248169451e-06
körkérdés_NOUN	4.907638248169451e-06
játszik_VERB	0.0005692860367876563
meglepődik_VERB	9.815276496338901e-06
telepedik_VERB	4.907638248169451e-06
kettô_NOUN	4.907638248169451e-06
megvéd_VERB	9.815276496338901e-06
do_X	4.907638248169451e-06
pápáppá_INTJ	4.907638248169451e-06
íratlan_ADJ	4.907638248169451e-06
ős_NOUN	9.815276496338901e-06
segélykoncert_NOUN	4.907638248169451e-06
pikáns_ADJ	4.907638248169451e-06
átölel_VERB	6.379929722620287e-05
leforgat_VERB	9.815276496338901e-06
kert_NOUN	0.0003631652303645394
feltámadás_NOUN	4.907638248169451e-06
álomropogtató_ADJ	4.907638248169451e-06
egyesszám_NOUN	4.907638248169451e-06
csörömpöl_VERB	4.907638248169451e-06
aranyos_ADJ	3.9261105985355606e-05
ohohohhhh_X	4.907638248169451e-06
megkísér_VERB	1.9630552992677803e-05
tévéshop_NOUN	4.907638248169451e-06
használt_ADJ	6.870693547437231e-05
csodafaló_ADJ	4.907638248169451e-06
takar_VERB	8.342985021888067e-05
lép_NOUN	1.4722914744508353e-05
lívia_NOUN	4.907638248169451e-06
partizán_NOUN	8.833748846705011e-05
összepakol_VERB	4.907638248169451e-06
izgalmas_ADJ	1.4722914744508353e-05
def_X	9.815276496338901e-06
felvág_VERB	1.4722914744508353e-05
szám_NOUN	0.0003239041243791838
nyócker_NOUN	4.907638248169451e-06
senkiföld_NOUN	4.907638248169451e-06
birodalom_PROPN	1.9630552992677803e-05
hiperkorrekt_NOUN	4.907638248169451e-06
törpeakarat_NOUN	4.907638248169451e-06
perzselő_ADJ	4.907638248169451e-06
toposzféra_NOUN	4.907638248169451e-06
élvezetes_ADJ	4.907638248169451e-06
vacsi_NOUN	1.9630552992677803e-05
hangulat_NOUN	0.00011778331795606682
gyönge_ADJ	1.9630552992677803e-05
felcsigázva_ADV	4.907638248169451e-06
megelégedik_VERB	4.907638248169451e-06
szeglet_NOUN	4.907638248169451e-06
francia_ADJ	9.815276496338901e-06
vastag_ADJ	3.9261105985355606e-05
megkóstol_VERB	9.815276496338901e-06
rágondol_VERB	9.815276496338901e-06
sssszzzzzccc_PROPN	4.907638248169451e-06
megnémul_VERB	4.907638248169451e-06
héééj_NOUN	9.815276496338901e-06
maradjá_NOUN	4.907638248169451e-06
ezres_NOUN	4.907638248169451e-06
szokva_ADV	4.907638248169451e-06
ellehet_VERB	9.815276496338901e-06
minta_NOUN	9.815276496338901e-06
junkie_PROPN	4.907638248169451e-06
vérbő_ADJ	4.907638248169451e-06
baldahinos_ADJ	4.907638248169451e-06
tajgetosz_PROPN	4.907638248169451e-06
lennie_VERB	1.9630552992677803e-05
vörös_PROPN	9.815276496338901e-06
fut_VERB	0.000348442315620031
csőrű_ADJ	4.907638248169451e-06
hálisten_NOUN	4.907638248169451e-06
majszoló_ADJ	9.815276496338901e-06
falapi_ADJ	9.815276496338901e-06
reflex_NOUN	4.907638248169451e-06
primitív_ADJ	2.4538191240847256e-05
pelenkázik_VERB	4.907638248169451e-06
smirgli_NOUN	1.9630552992677803e-05
jeltelen_ADJ	4.907638248169451e-06
ahova_ADV	2.9445829489016706e-05
sikoltozó_ADJ	4.907638248169451e-06
nővér_NOUN	2.4538191240847256e-05
cím_NOUN	3.4353467737186156e-05
seb_NOUN	0.00015704442394142242
da_X	4.907638248169451e-06
plafon_NOUN	2.4538191240847256e-05
vitamindús_ADJ	9.815276496338901e-06
táncterem_NOUN	4.907638248169451e-06
szegény_NOUN	2.4538191240847256e-05
mozika_NOUN	4.907638248169451e-06
megvadult_ADJ	4.907638248169451e-06
ránkvicsorog_VERB	4.907638248169451e-06
kuvik_NOUN	4.907638248169451e-06
ujj_NOUN	0.00011287567970789737
nedves_ADJ	3.6807286861270884e-05
elgurul_VERB	4.907638248169451e-06
autószalon_NOUN	4.907638248169451e-06
csobog_VERB	4.907638248169451e-06
vere_NOUN	4.907638248169451e-06
pléd_NOUN	2.4538191240847256e-05
piros_ADJ	0.00021102844467128638
meghódított_ADJ	4.907638248169451e-06
axe_NOUN	4.907638248169451e-06
alkalmas_ADJ	1.4722914744508353e-05
játszódik_VERB	4.907638248169451e-06
orgazmus_NOUN	4.907638248169451e-06
virradat_NOUN	1.9630552992677803e-05
rút_NOUN	9.815276496338901e-06
keres_VERB	0.000696884631240062
nap_ADV	0.0003239041243791838
zsírégető_ADJ	4.907638248169451e-06
szőke_ADJ	7.361457372254177e-05
feloldódik_VERB	1.4722914744508353e-05
tündérdomb_NOUN	4.907638248169451e-06
söpör_VERB	2.4538191240847256e-05
varsó_PROPN	1.4722914744508353e-05
jövőre_ADV	2.4538191240847256e-05
megviselt_ADJ	4.907638248169451e-06
ridi_NOUN	4.907638248169451e-06
megünnepel_VERB	1.4722914744508353e-05
kupac_NOUN	9.815276496338901e-06
huuuuuú_ADJ	9.815276496338901e-06
pofoz_VERB	1.4722914744508353e-05
tömve_ADV	2.4538191240847256e-05
őz_NOUN	4.907638248169451e-06
mami_NOUN	1.4722914744508353e-05
voy_ADJ	4.907638248169451e-06
new_PROPN	1.9630552992677803e-05
tanárnő_NOUN	9.815276496338901e-06
barkácsolt_ADJ	9.815276496338901e-06
érdem_NOUN	4.907638248169451e-06
aranyélet_NOUN	4.907638248169451e-06
feltámad_VERB	2.4538191240847256e-05
korona_NOUN	9.815276496338901e-06
szivarfüst_NOUN	9.815276496338901e-06
rutinpály_NOUN	4.907638248169451e-06
örökös_ADJ	1.4722914744508353e-05
danubius_PROPN	1.4722914744508353e-05
ötnapos_ADJ	4.907638248169451e-06
arcfoszlány_NOUN	4.907638248169451e-06
fogoly_NOUN	9.815276496338901e-06
nyári_ADJ	9.815276496338902e-05
center_PROPN	4.907638248169451e-06
vizelvén_ADV	4.907638248169451e-06
cukrászda_NOUN	1.4722914744508353e-05
rádug_VERB	4.907638248169451e-06
szemrehányó_ADJ	4.907638248169451e-06
integet_VERB	5.889165897803341e-05
konya_NOUN	4.907638248169451e-06
raktároz_VERB	1.4722914744508353e-05
végelgyengülés_NOUN	4.907638248169451e-06
tanga_NOUN	4.907638248169451e-06
kivesz_VERB	4.907638248169451e-06
gyalázatos_ADJ	4.907638248169451e-06
miniszter_NOUN	4.907638248169451e-06
kedvel_VERB	9.815276496338901e-06
határvonal_NOUN	9.815276496338901e-06
tálalóasztal_NOUN	4.907638248169451e-06
elsöpör_VERB	4.907638248169451e-06
hogy_ADV	0.0007655915667144343
latrina_NOUN	4.907638248169451e-06
beszalad_VERB	9.815276496338901e-06
végigpillant_VERB	4.907638248169451e-06
kipörget_VERB	4.907638248169451e-05
átkel_VERB	1.4722914744508353e-05
vitorla_NOUN	5.398402072986396e-05
hagyján_CONJ	1.4722914744508353e-05
meggykő_ADJ	4.907638248169451e-06
ragyogó_NOUN	9.815276496338901e-06
kergebirka_NOUN	4.907638248169451e-06
tompít_VERB	4.907638248169451e-06
fortyogó_ADJ	4.907638248169451e-06
dj_PROPN	4.907638248169451e-06
icipicike_NOUN	4.907638248169451e-06
ácsorog_VERB	9.815276496338901e-06
dadogós_ADJ	9.815276496338901e-06
üvöltő_ADJ	1.4722914744508353e-05
rabszolga_NOUN	2.4538191240847256e-05
hobbi_NOUN	4.907638248169451e-06
bár_SCONJ	0.0004809485483206062
tanti_NOUN	7.852221197071121e-05
elmúlt_ADJ	5.889165897803341e-05
enged_VERB	0.00045150271883158947
csoda_NOUN	0.0002797353801456587
jeges_ADJ	9.815276496338901e-06
válogatós_ADJ	4.907638248169451e-06
vasbeton_NOUN	4.907638248169451e-06
galapagos_PROPN	4.907638248169451e-06
borotvás_NOUN	4.907638248169451e-06
reakcióidő_NOUN	4.907638248169451e-06
rámolgatott_ADJ	9.815276496338901e-06
gyorsul_VERB	1.4722914744508353e-05
darabkái_ADJ	4.907638248169451e-06
határ_NOUN	8.833748846705011e-05
kezdődik_VERB	0.00010796804145972792
estebéd_NOUN	9.815276496338901e-06
fényfolt_NOUN	4.907638248169451e-06
kuna_NOUN	4.907638248169451e-06
puha_NOUN	9.815276496338901e-06
milarepaverzió_NOUN	0.00010796804145972792
stb_NOUN	4.907638248169451e-06
megkeres_VERB	6.379929722620287e-05
sípszó_NOUN	4.907638248169451e-06
meghív_VERB	4.907638248169451e-06
betűr_VERB	4.907638248169451e-06
carter_NOUN	9.815276496338901e-06
jô_ADJ	4.907638248169451e-06
kandeláber_NOUN	4.907638248169451e-06
többet_ADV	0.00015213678569325298
igyekszik_VERB	1.9630552992677803e-05
bá_NOUN	2.9445829489016706e-05
élned_VERB	9.815276496338901e-06
abszint_NOUN	4.907638248169451e-06
kinyit_VERB	8.833748846705011e-05
metafora_NOUN	9.815276496338901e-06
hozzádsimul_VERB	4.907638248169451e-06
koccint_VERB	9.815276496338901e-06
pille_NOUN	4.907638248169451e-06
bátor_ADJ	0.0002306589976639642
zseb_NOUN	0.0001619520621895919
tálentuma_NOUN	4.907638248169451e-06
laila_NOUN	3.9261105985355606e-05
gomolygó_ADJ	4.907638248169451e-06
ócska_ADJ	2.4538191240847256e-05
megjöttél_VERB	9.815276496338901e-06
lábas_NOUN	2.9445829489016706e-05
disznópörzsölő_ADJ	4.907638248169451e-06
mivan_VERB	4.907638248169451e-06
bedôltél_PROPN	4.907638248169451e-06
pöcs_NOUN	1.9630552992677803e-05
boldog_ADJ	0.0006674388017510453
repülőgép_NOUN	1.9630552992677803e-05
egyetlen_NOUN	1.4722914744508353e-05
mély_NOUN	7.852221197071121e-05
puszta_NOUN	4.907638248169451e-06
értesülés_NOUN	9.815276496338901e-06
helyszín_NOUN	4.907638248169451e-06
lázár_NOUN	4.907638248169451e-06
giccs_NOUN	4.907638248169451e-06
karvaly_NOUN	4.907638248169451e-06
nadrágszár_NOUN	9.815276496338901e-06
agyonver_VERB	4.907638248169451e-06
sima_ADJ	0.00011287567970789737
deszka_NOUN	9.815276496338901e-06
csontkukac_NOUN	4.907638248169451e-06
save_PROPN	4.907638248169451e-06
csinos_ADJ	1.4722914744508353e-05
ringató_ADJ	9.815276496338901e-06
mialatt_ADV	9.815276496338901e-06
képzelet_NOUN	8.342985021888067e-05
bosszú_NOUN	3.9261105985355606e-05
ólomkatona_NOUN	9.815276496338901e-06
düh_NOUN	4.907638248169451e-06
kára_NOUN	4.907638248169451e-06
r_NOUN	4.907638248169451e-06
szivárványos_ADJ	4.907638248169451e-06
hableány_NOUN	9.815276496338901e-06
természethű_ADJ	9.815276496338901e-06
véreres_ADJ	9.815276496338901e-06
über_NOUN	4.907638248169451e-06
időutazó_NOUN	4.907638248169451e-06
elfúj_VERB	3.4353467737186156e-05
elrohad_VERB	9.815276496338901e-06
állag_NOUN	4.907638248169451e-06
felhoz_VERB	4.907638248169451e-06
lándzsahegy_NOUN	9.815276496338901e-06
ránctalan_ADJ	4.907638248169451e-06
bemocskol_VERB	4.907638248169451e-06
hétköznapi_ADJ	4.907638248169451e-06
hegesedik_VERB	4.907638248169451e-06
rab_NOUN	9.815276496338901e-06
amerre_ADV	4.4168744233525056e-05
hagyományos_ADJ	4.907638248169451e-06
bársonyos_ADJ	9.815276496338901e-06
mindenféle_PRON	7.361457372254177e-05
meghajló_ADJ	9.815276496338901e-06
boncol_VERB	4.907638248169451e-06
hatol_VERB	9.815276496338901e-06
alkotó_ADJ	4.907638248169451e-06
merész_ADJ	2.4538191240847256e-05
kiadó_ADJ	4.907638248169451e-06
szlottyos_ADJ	4.907638248169451e-06
japán_NOUN	9.815276496338901e-06
kávézó_NOUN	4.907638248169451e-06
bűn_NOUN	0.00011287567970789737
tejszínhab_NOUN	4.907638248169451e-06
definíció_NOUN	9.815276496338901e-06
hajó_NOUN	0.0002306589976639642
nej_NOUN	4.907638248169451e-06
jambus_NOUN	1.9630552992677803e-05
mozog_VERB	0.00017667497693410022
japán_ADJ	1.9630552992677803e-05
ködvágó_NOUN	4.907638248169451e-06
megkérd_VERB	4.907638248169451e-06
belül_ADV	4.907638248169451e-05
lábujjhegy_NOUN	4.907638248169451e-06
tilos_ADJ	1.4722914744508353e-05
átszínez_VERB	4.907638248169451e-06
kotróhajó_NOUN	9.815276496338901e-06
haláltábor_NOUN	1.4722914744508353e-05
radíroz_VERB	4.907638248169451e-06
jang_NOUN	4.907638248169451e-06
viasznő_NOUN	4.907638248169451e-06
odatalál_VERB	1.9630552992677803e-05
őrláng_NOUN	9.815276496338901e-06
blaha_NOUN	4.4168744233525056e-05
zsúfolt_ADJ	2.9445829489016706e-05
móka_NOUN	1.9630552992677803e-05
kel_VERB	0.00023556663591213365
megír_VERB	1.4722914744508353e-05
tisztás_NOUN	9.815276496338901e-06
heti_ADJ	4.907638248169451e-06
angyalcájg_NOUN	4.907638248169451e-06
iskolatáska_NOUN	9.815276496338901e-06
emleget_VERB	1.4722914744508353e-05
összebúj_VERB	1.4722914744508353e-05
felémhajlik_VERB	4.907638248169451e-06
acélcső_NOUN	4.907638248169451e-06
szorgos_ADJ	1.4722914744508353e-05
jelen_ADV	9.815276496338901e-06
blogol_VERB	4.907638248169451e-06
everybody_NOUN	4.907638248169451e-06
tombola_NOUN	4.907638248169451e-06
falva_ADV	9.815276496338901e-06
vált_VERB	1.9630552992677803e-05
dúdolva_ADV	4.907638248169451e-06
földje_NOUN	4.907638248169451e-06
hunyorító_ADJ	4.907638248169451e-06
vétkes_ADJ	9.815276496338901e-06
bűntudat_NOUN	2.4538191240847256e-05
adás_NOUN	5.398402072986396e-05
kaviár_NOUN	1.4722914744508353e-05
rákfogó_NOUN	4.907638248169451e-06
or_PROPN	4.907638248169451e-06
há_X	6.379929722620287e-05
lány_NOUN	0.0013299699652539211
elkoptat_VERB	4.907638248169451e-06
massachusets_NOUN	4.907638248169451e-06
hullasápadt_ADJ	4.907638248169451e-06
roosevelt_PROPN	4.907638248169451e-06
poggyász_NOUN	4.907638248169451e-06
meggyötör_VERB	1.9630552992677803e-05
beken_VERB	4.907638248169451e-06
sugall_VERB	9.815276496338901e-06
csillagpálya_NOUN	4.907638248169451e-06
tükör_NOUN	0.0003926110598535561
kikockáz_VERB	9.815276496338901e-06
degesz_ADJ	4.907638248169451e-06
előkelő_ADJ	1.9630552992677803e-05
bámul_VERB	0.00010306040321155847
tõle_NOUN	4.907638248169451e-06
harag_NOUN	9.815276496338902e-05
aznap_ADV	2.9445829489016706e-05
gúzs_NOUN	4.907638248169451e-06
vagány_ADJ	9.815276496338901e-06
sportoló_ADJ	4.907638248169451e-06
kebelbarát_NOUN	4.907638248169451e-06
kitép_VERB	1.9630552992677803e-05
abc_NOUN	4.907638248169451e-06
lelencmosoly_NOUN	4.907638248169451e-06
képzelt_ADJ	1.4722914744508353e-05
óta_ADP	7.361457372254177e-05
sörcsarnok_NOUN	4.907638248169451e-06
átvezet_VERB	9.815276496338901e-06
egyetem_NOUN	4.907638248169451e-06
villámlik_VERB	1.4722914744508353e-05
kommandó_NOUN	9.815276496338901e-06
viel_NOUN	4.907638248169451e-06
távolodik_VERB	9.815276496338901e-06
mezőny_NOUN	4.907638248169451e-06
körülnéz_VERB	9.815276496338901e-06
bonbon_NOUN	1.4722914744508353e-05
pszt_INTJ	4.907638248169451e-06
művház_NOUN	9.815276496338901e-06
homály_NOUN	2.4538191240847256e-05
gubbaszt_VERB	9.815276496338901e-06
